128062,461180,1
128982,460920,1
127542,460840,1
134462,460840,1
134502,460820,1
134522,460780,1
134582,460740,1
134622,460720,1
134662,460700,1
134682,460680,1
134742,460640,1
134762,460640,1
134842,460580,1
134862,460580,1
127482,460540,2
127502,460520,1
134922,460520,1
127382,460480,1
134982,460480,1
127282,460440,1
135022,460440,1
135042,460420,1
135082,460420,1
135122,460380,1
128022,460360,1
135162,460360,1
135202,460340,1
135302,460260,1
128122,460220,1
128162,460200,1
128282,460160,2
135462,460160,1
135482,460140,1
128382,460120,1
134422,460120,1
128222,460100,1
128302,460100,1
134602,460080,1
134882,460080,1
135902,460080,1
128342,460060,1
135682,460060,1
135922,460060,1
134462,460040,1
134642,460000,1
135482,460000,29
135502,460000,29
135482,459960,1
135522,459960,3
135462,459940,4
135482,459940,1
135502,459940,2
135522,459940,2
135542,459940,1
135162,459920,2
135302,459920,3
135402,459920,3
135442,459920,3
135502,459920,3
135522,459920,1
135542,459920,1
135562,459920,5
135682,459920,1
135702,459920,5
135902,459920,1
131662,459900,1
132042,459900,1
133662,459900,1
134362,459900,1
134382,459900,1
135142,459900,1
135182,459900,4
135282,459900,4
135302,459900,1
135382,459900,3
135422,459900,4
135462,459900,3
135522,459900,3
135542,459900,2
135582,459900,2
135602,459900,1
135662,459900,4
135682,459900,1
135722,459900,4
135922,459900,2
135122,459880,2
135142,459880,1
135162,459880,5
135202,459880,5
135222,459880,1
135262,459880,2
135282,459880,1
135402,459880,3
135422,459880,1
135442,459880,2
135462,459880,1
135482,459880,4
135542,459880,1
135562,459880,3
135602,459880,3
135642,459880,1
135662,459880,2
135742,459880,3
135942,459880,1
135962,459880,1
131482,459860,2
131942,459860,1
134202,459860,1
134222,459860,1
135102,459860,1
135142,459860,5
135182,459860,5
135242,459860,1
135262,459860,4
135382,459860,2
135402,459860,1
135422,459860,2
135442,459860,2
135462,459860,5
135502,459860,1
135522,459860,5
135542,459860,1
135582,459860,2
135602,459860,1
135642,459860,10
135722,459860,1
135742,459860,2
135762,459860,2
136002,459860,2
131942,459840,1
135102,459840,2
135122,459840,4
135202,459840,1
135242,459840,4
135422,459840,1
135442,459840,2
135462,459840,2
135482,459840,3
135542,459840,1
135562,459840,4
135602,459840,3
135662,459840,10
135722,459840,10
135762,459840,2
135782,459840,4
128082,459820,1
135122,459820,5
135162,459820,12
135202,459820,3
135222,459820,2
135242,459820,1
135382,459820,2
135402,459820,3
135442,459820,4
135462,459820,1
135482,459820,1
135502,459820,2
135522,459820,1
135542,459820,3
135582,459820,1
135602,459820,2
135702,459820,10
135742,459820,3
135762,459820,3
135802,459820,4
136042,459820,1
135102,459800,2
135142,459800,2
135182,459800,2
135222,459800,3
135382,459800,2
135462,459800,2
135482,459800,1
135502,459800,3
135542,459800,2
135562,459800,2
135682,459800,10
135722,459800,10
135762,459800,1
135782,459800,3
135822,459800,4
136062,459800,1
127402,459780,1
134302,459780,1
134422,459780,1
135042,459780,4
135062,459780,1
135082,459780,2
135102,459780,2
135122,459780,3
135162,459780,2
135182,459780,1
135202,459780,3
135322,459780,29
135462,459780,1
135482,459780,3
135542,459780,2
135582,459780,1
135602,459780,3
135642,459780,10
135742,459780,10
135802,459780,2
136102,459780,1
136122,459780,1
127402,459760,1
128122,459760,1
133902,459760,1
134342,459760,1
134382,459760,1
134402,459760,1
134722,459760,1
135022,459760,27
135082,459760,2
135102,459760,5
135122,459760,10
135142,459760,1
135182,459760,4
135302,459760,29
135502,459760,2
135522,459760,3
135582,459760,1
135602,459760,1
135662,459760,10
135762,459760,10
135842,459760,10
135882,459760,3
134702,459740,1
135022,459740,2
135042,459740,2
135062,459740,4
135082,459740,1
135102,459740,2
135122,459740,2
135162,459740,5
135282,459740,29
135362,459740,29
135482,459740,2
135502,459740,1
135542,459740,3
135562,459740,3
135602,459740,2
135622,459740,3
135682,459740,10
135782,459740,10
135822,459740,10
135862,459740,1
135882,459740,2
135902,459740,2
136162,459740,1
136202,459740,1
134702,459720,1
135002,459720,2
135042,459720,1
135062,459720,1
135082,459720,6
135122,459720,1
135142,459720,1
135162,459720,2
135262,459720,29
135382,459720,29
135462,459720,2
135482,459720,2
135522,459720,2
135542,459720,2
135602,459720,2
135622,459720,2
135642,459720,3
135682,459720,10
135742,459720,10
135822,459720,10
135842,459720,10
135882,459720,1
135902,459720,3
135922,459720,1
135942,459720,2
136202,459720,1
127202,459700,1
134942,459700,2
134962,459700,1
134982,459700,28
135022,459700,2
135062,459700,8
135102,459700,5
135122,459700,1
135142,459700,2
135162,459700,1
135262,459700,29
135402,459700,29
135502,459700,3
135522,459700,1
135582,459700,4
135602,459700,1
135642,459700,1
135662,459700,3
135722,459700,10
135862,459700,10
135922,459700,4
136802,459700,1
128182,459680,1
128282,459680,1
134642,459680,1
134922,459680,49
134942,459680,1
134962,459680,3
134982,459680,1
135002,459680,1
135022,459680,2
135042,459680,2
135062,459680,1
135102,459680,2
135122,459680,3
135142,459680,2
135242,459680,29
135422,459680,29
135482,459680,4
135502,459680,1
135562,459680,4
135662,459680,1
135702,459680,10
135782,459680,10
135882,459680,10
136242,459680,1
136282,459680,1
134902,459660,1
135002,459660,3
135042,459660,6
135062,459660,1
135082,459660,3
135102,459660,1
135122,459660,3
135382,459660,29
135442,459660,1
135462,459660,4
135542,459660,4
135562,459660,1
135582,459660,4
135602,459660,1
135622,459660,4
135682,459660,10
135762,459660,10
135802,459660,10
135902,459660,10
135942,459660,10
135962,459660,10
136062,459660,1
136082,459660,1
136102,459660,2
136302,459660,1
136802,459660,1
134522,459640,1
134602,459640,2
134942,459640,20
134982,459640,4
135022,459640,10
135062,459640,3
135102,459640,4
135362,459640,29
135442,459640,1
135462,459640,2
135482,459640,3
135502,459640,3
135522,459640,2
135562,459640,3
135622,459640,1
135642,459640,4
135742,459640,10
135822,459640,10
135922,459640,10
136062,459640,3
136082,459640,1
136102,459640,3
136122,459640,1
136302,459640,1
131362,459620,1
134582,459620,1
134862,459620,1
134962,459620,1
135002,459620,4
135042,459620,1
135062,459620,2
135082,459620,2
135102,459620,1
135342,459620,29
135482,459620,2
135522,459620,2
135542,459620,2
135562,459620,3
135662,459620,4
135722,459620,10
135782,459620,2
135802,459620,4
135842,459620,10
136042,459620,1
136102,459620,2
134442,459600,1
134842,459600,48
134982,459600,9
135042,459600,4
135062,459600,1
135082,459600,3
